name,measure,measure_info,geo_type_name,geo_place_name,data_value,Stations,Final Date
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,South Beach - Tottenville,3.8,Annual,2012
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,South Beach - Tottenville,1.7,Annual,2015
Annual vehicle miles travelled (cars),million miles,per km2,UHF42,South Beach - Tottenville,5.8,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,CD,Flatbush and Midwood (CD14),19.5,Annual,2016
Annual vehicle miles travelled (cars),million miles,per km2,CD,Flatbush and Midwood (CD14),23.9,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,CD,Upper West Side (CD7),48.8,Annual,2005
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Flatbush and Midwood (CD14),0.7,Annual,2016
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Borough,Staten Island,47.85,Annual,2012
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,Bayside - Little Neck,29.7,Annual,2015
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,East New York,38.57,Annual,2012
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,East New York,37.1,Annual,2015
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,Pelham - Throgs Neck,42.8,Annual,2015
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,Upper West Side,44.15,Annual,2012
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,South Beach - Tottenville,44.68,Annual,2012
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,South Beach - Tottenville,45.9,Annual,2015
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,Upper West Side,40.5,Annual,2015
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Pelham - Throgs Neck,121.9,Annual,2009
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Williamsburg - Bushwick,184.6,Annual,2009
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Williamsburg - Bushwick,138.7,Annual,2005
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Williamsburg - Bushwick,40.1,Annual,2005
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,Pelham - Throgs Neck,45.4,Annual,2012
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,Bayside - Little Neck,28.43,Annual,2012
Ozone (O3),Mean,ppb,CD,Flushing and Whitestone (CD7),26.29,Summer,2009
Ozone (O3),Mean,ppb,CD,Sunset Park (CD7),24.49,Summer,2009
Ozone (O3),Mean,ppb,CD,Sunset Park (CD7),28.86,Summer,2020
Ozone (O3),Mean,ppb,CD,Kingsbridge Heights and Bedford (CD7),26.9,Summer,2009
Ozone (O3),Mean,ppb,CD,Kingsbridge Heights and Bedford (CD7),27.73,Summer,2017
Ozone (O3),Mean,ppb,CD,Kingsbridge Heights and Bedford (CD7),30.16,Summer,2018
Ozone (O3),Mean,ppb,CD,Kingsbridge Heights and Bedford (CD7),29.81,Summer,2020
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,Staten Island,49.9,Annual,2005
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,East New York,31.4,Annual,2005
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,East New York,118.4,Annual,2015
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,East New York,141.58,Annual,2012
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Pelham - Throgs Neck,133.94,Annual,2012
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Bayside - Little Neck,27.5,Annual,2009
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Williamsburg - Bushwick,41.2,Annual,2009
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Flatbush and Midwood (CD14),1.1,Annual,2005
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Upper West Side (CD7),2.1,Annual,2005
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Rockaway and Broad Channel (CD14),0.2,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,CD,Rockaway and Broad Channel (CD14),5.1,Annual,2005
Ozone (O3),Mean,ppb,CD,Flushing and Whitestone (CD7),28.61,Summer,2009
Ozone (O3),Mean,ppb,CD,Sunset Park (CD7),29.59,Summer,2013
Ozone (O3),Mean,ppb,CD,Sunset Park (CD7),32.21,Summer,2012
Ozone (O3),Mean,ppb,CD,Kingsbridge Heights and Bedford (CD7),30.3,Summer,2013
Ozone (O3),Mean,ppb,CD,Kingsbridge Heights and Bedford (CD7),29.84,Summer,2021
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper West Side (CD7),25.1,Annual,2014
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper West Side (CD7),15.69,Summer,2021
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East New York,26.84,Winter,2009
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East New York,24.24,Winter,2011
Ozone (O3),Mean,ppb,CD,Flatbush and Midwood (CD14),30.75,Summer,2013
Ozone (O3),Mean,ppb,CD,Flatbush and Midwood (CD14),33.48,Summer,2012
Ozone (O3),Mean,ppb,CD,Flatbush and Midwood (CD14),30.43,Summer,2021
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Williamsburg - Bushwick,12.9,Annual,2012
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Williamsburg - Bushwick,4.6,Annual,2015
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Bayside - Little Neck,1.2,Annual,2015
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Williamsburg - Bushwick,106.8,Annual,2009
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Bayside - Little Neck,9.8,Annual,2012
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East New York,20.19,Annual,2013
Ozone (O3),Mean,ppb,CD,Upper West Side (CD7),30.16,Summer,2012
Ozone (O3),Mean,ppb,CD,Upper West Side (CD7),26.92,Summer,2013
Ozone (O3),Mean,ppb,CD,Upper West Side (CD7),27.81,Summer,2021
Nitrogen dioxide (NO2),Mean,ppb,CD,Flatbush and Midwood (CD14),20.49,Annual,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Sunset Park (CD7),21.24,Annual,2012
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East New York,19.51,Summer,2009
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East New York,30.26,Winter,2010
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,Bayside - Little Neck,15.1,Annual,2005
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,East New York,13.9,Annual,2009
Annual vehicle miles travelled (cars),million miles,per km2,CD,Flushing and Whitestone (CD7),19.5,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Sunset Park (CD7),1.9,Annual,2016
Annual vehicle miles travelled (cars),million miles,per km2,Borough,Staten Island,9.8,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,Borough,Staten Island,9.2,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Flushing and Whitestone (CD7),1.1,Annual,2016
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,Upper West Side,4.1,Annual,2009
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,Staten Island,7.8,Annual,2009
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,Pelham - Throgs Neck,19.7,Annual,2009
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,Pelham - Throgs Neck,15.9,Annual,2015
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Williamsburg - Bushwick,26.9,Annual,2009
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,East New York,22.4,Annual,2009
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Pelham - Throgs Neck,19.3,Annual,2009
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Upper West Side,12.0,Annual,2009
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Bayside - Little Neck,12.5,Annual,2009
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,South Beach - Tottenville,15.2,Annual,2009
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East New York,18.26,Annual,2016
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East New York,16.61,Summer,2012
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East New York,16.61,Summer,2013
Ozone (O3),Mean,ppb,UHF42,East New York,31.08,Summer,2021
Ozone (O3),Mean,ppb,UHF42,East New York,26.28,Summer,2009
Ozone (O3),Mean,ppb,UHF42,Pelham - Throgs Neck,26.72,Summer,2009
Ozone (O3),Mean,ppb,Borough,Staten Island,26.72,Summer,2009
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,South Beach - Tottenville,7.2,Annual,2009
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Upper West Side,11.5,Annual,2009
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Bayside - Little Neck,19.5,Annual,2012
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Bayside Little Neck-Fresh Meadows,20.96,Winter,2019
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Bayside Little Neck-Fresh Meadows,12.56,Summer,2019
Ozone (O3),Mean,ppb,UHF34,Southeast Queens,32.5,Summer,2015
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Southeast Queens,20.09,Winter,2019
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,Staten Island,67.9,Annual,2009
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,Staten Island,52.0,Annual,2015
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,Staten Island,12.3,Annual,2012
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,Staten Island,11.2,Annual,2015
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,Staten Island,62.5,Annual,2012
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Southeast Queens,12.99,Summer,2019
Ozone (O3),Mean,ppb,CD,Sunset Park (CD7),32.58,Summer,2010
Ozone (O3),Mean,ppb,CD,Sunset Park (CD7),31.37,Summer,2011
Ozone (O3),Mean,ppb,CD,Sunset Park (CD7),33.19,Summer,2016
Ozone (O3),Mean,ppb,CD,Kingsbridge Heights and Bedford (CD7),32.46,Summer,2016
Ozone (O3),Mean,ppb,CD,Flatbush and Midwood (CD14),33.38,Summer,2010
Ozone (O3),Mean,ppb,CD,Flatbush and Midwood (CD14),32.8,Summer,2011
Ozone (O3),Mean,ppb,CD,Flatbush and Midwood (CD14),33.56,Summer,2016
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,27.5,Winter,2009
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,24.12,Winter,2011
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,20.23,Annual,2014
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,24.33,Winter,2016
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,11.77,Summer,2020
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,19.51,Summer,2010
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,23.69,Winter,2015
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,15.07,Summer,2016
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,19.67,Annual,2018
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,13.69,Summer,2021
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,16.77,Summer,2013
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,17.13,Summer,2012
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Southeast Queens,17.34,Annual,2012
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Bayside Little Neck-Fresh Meadows,18.39,Annual,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Kingsbridge Heights and Bedford (CD7),17.25,Summer,2015
Nitrogen dioxide (NO2),Mean,ppb,CD,Kingsbridge Heights and Bedford (CD7),13.09,Summer,2019
Nitrogen dioxide (NO2),Mean,ppb,CD,Kingsbridge Heights and Bedford (CD7),23.68,Winter,2019
Nitrogen dioxide (NO2),Mean,ppb,CD,Upper West Side (CD7),18.89,Summer,2019
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,30.6,Winter,2010
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,20.59,Annual,2013
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,East New York,11.5,Annual,2009
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Pelham - Throgs Neck,11.7,Annual,2009
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,East New York,136.8,Annual,2005
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Pelham - Throgs Neck,114.6,Annual,2005
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Bayside - Little Neck,7.5,Annual,2005
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Upper West Side,80.5,Annual,2005
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Upper West Side,10.6,Annual,2005
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Upper West Side,113.2,Annual,2005
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,Staten Island,37.9,Annual,2012
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,Staten Island,33.9,Annual,2015
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,East New York,84.95,Annual,2012
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,South Beach - Tottenville,3.3,Annual,2005
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Pelham - Throgs Neck,79.7,Annual,2005
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Williamsburg - Bushwick,118.4,Annual,2005
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,South Beach - Tottenville,16.3,Annual,2005
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Borough,Staten Island,51.7,Annual,2009
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Borough,Staten Island,46.9,Annual,2015
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",Borough,Staten Island,16.3,Annual,2009
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,Staten Island,7.5,Annual,2015
Fine particles (PM 2.5),Mean,mcg/m3,CD,Upper West Side (CD7),8.58,Winter,2016
Fine particles (PM 2.5),Mean,mcg/m3,CD,Upper West Side (CD7),10.12,Summer,2017
Fine particles (PM 2.5),Mean,mcg/m3,CD,Upper West Side (CD7),9.48,Summer,2018
Fine particles (PM 2.5),Mean,mcg/m3,CD,Upper West Side (CD7),7.23,Summer,2020
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Pelham - Throgs Neck,10.14,Winter,2009
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Pelham - Throgs Neck,9.45,Winter,2011
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Pelham - Throgs Neck,9.29,Summer,2017
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Pelham - Throgs Neck,8.18,Winter,2016
Fine particles (PM 2.5),Mean,mcg/m3,CD,Kingsbridge Heights and Bedford (CD7),9.94,Summer,2015
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Upper West Side,8.49,Annual,2016
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Upper West Side,8.16,Annual,2018
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Upper West Side,8.71,Summer,2021
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East New York,7.06,Annual,2018
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East New York,8.31,Summer,2021
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East New York,9.68,Summer,2013
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Pelham - Throgs Neck,7.5,Annual,2016
Fine particles (PM 2.5),Mean,mcg/m3,CD,Upper West Side (CD7),8.16,Annual,2018
Fine particles (PM 2.5),Mean,mcg/m3,CD,Upper West Side (CD7),8.7,Summer,2021
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Staten Island,9.07,Winter,2009
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Staten Island,8.13,Summer,2017
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Staten Island,7.07,Winter,2016
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Staten Island,7.53,Summer,2018
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East New York,8.94,Annual,2012
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Pelham - Throgs Neck,9.23,Annual,2012
Fine particles (PM 2.5),Mean,mcg/m3,CD,Flatbush and Midwood (CD14),8.92,Annual,2012
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sunset Park (CD7),9.66,Annual,2012
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,Upper West Side,210.5,Annual,2015
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,Upper West Side,7.0,Annual,2015
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Borough,Staten Island,0.0,Annual,2015
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Sunset Park,7.27,Summer,2020
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Sunset Park,8.78,Summer,2018
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Sunset Park,10.08,Winter,2011
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Sunset Park,8.3,Winter,2016
Fine particles (PM 2.5),Mean,mcg/m3,CD,Flushing and Whitestone (CD7),9.38,Annual,2010
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Sunset Park,10.61,Winter,2009
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bayside Little Neck-Fresh Meadows,8.58,Annual,2012
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Southeast Queens,8.04,Annual,2012
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Sunset Park,9.59,Annual,2012
Fine particles (PM 2.5),Mean,mcg/m3,CD,Upper West Side (CD7),8.55,Summer,2019
Fine particles (PM 2.5),Mean,mcg/m3,CD,Upper West Side (CD7),7.87,Winter,2019
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bayside Little Neck-Fresh Meadows,10.97,Winter,2013
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bayside Little Neck-Fresh Meadows,7.58,Winter,2017
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bayside Little Neck-Fresh Meadows,6.19,Annual,2019
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bayside Little Neck-Fresh Meadows,12.4,Winter,2008
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Southeast Queens,11.72,Winter,2008
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Southeast Queens,10.35,Winter,2013
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Southeast Queens,7.46,Winter,2017
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Southeast Queens,6.01,Annual,2019
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,CD,Upper West Side (CD7),2.7,Annual,2011
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,Bayside - Little Neck,1.43,Annual,2014
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,South Beach - Tottenville,1.1,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,Borough,Staten Island,1.6,Annual,2005
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,South Beach - Tottenville,1.0,Annual,2011
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Upper West Side,2.4,Annual,2011
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Upper West Side,0.96,Annual,2014
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,East New York,1.4,Annual,2011
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,Pelham - Throgs Neck,0.99,Annual,2014
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,Borough,Staten Island,1.2,Annual,2011
Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,Borough,Staten Island,0.62,Annual,2014
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,East New York,1.51,Annual,2014
Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,Pelham - Throgs Neck,3.2,Annual,2005
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",Borough,Staten Island,12.39,Annual,2012
Ozone (O3),Mean,ppb,CD,Flatbush and Midwood (CD14),27.17,Summer,2009
Ozone (O3),Mean,ppb,CD,Flatbush and Midwood (CD14),29.93,Summer,2017
Ozone (O3),Mean,ppb,CD,Flatbush and Midwood (CD14),30.73,Summer,2018
Ozone (O3),Mean,ppb,CD,Flatbush and Midwood (CD14),29.23,Summer,2020
Ozone (O3),Mean,ppb,CD,Upper West Side (CD7),27.19,Summer,2018
Ozone (O3),Mean,ppb,CD,Sunset Park (CD7),28.78,Summer,2019
Ozone (O3),Mean,ppb,CD,Kingsbridge Heights and Bedford (CD7),29.2,Summer,2015
Ozone (O3),Mean,ppb,CD,Kingsbridge Heights and Bedford (CD7),29.23,Summer,2019
Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,East New York,0.1,Annual,2015
Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,East New York,0.1,Annual,2013
Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,Williamsburg - Bushwick,0.3,Annual,2013
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Upper West Side,10.39,Summer,2015
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Upper West Side,7.87,Winter,2019
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East New York,7.4,Winter,2019
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East New York,8.02,Summer,2019
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East New York,9.79,Annual,2010
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Pelham - Throgs Neck,10.53,Winter,2012
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Pelham - Throgs Neck,9.68,Annual,2010
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East New York,9.52,Summer,2015
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East New York,13.07,Summer,2016
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East New York,18.11,Summer,2010
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East New York,18.06,Summer,2011
Ozone (O3),Mean,ppb,UHF42,East New York,33.97,Summer,2010
Ozone (O3),Mean,ppb,UHF42,East New York,33.97,Summer,2012
Ozone (O3),Mean,ppb,UHF42,East New York,31.51,Summer,2013
Ozone (O3),Mean,ppb,UHF42,Pelham - Throgs Neck,35.44,Summer,2012
Ozone (O3),Mean,ppb,UHF42,Upper West Side,27.81,Summer,2021
Ozone (O3),Mean,ppb,Borough,Staten Island,33.77,Summer,2012
Ozone (O3),Mean,ppb,Borough,Staten Island,29.53,Summer,2021
Ozone (O3),Mean,ppb,Borough,Staten Island,31.3,Summer,2013
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Sunset Park,8.86,Summer,2019
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Sunset Park,8.17,Winter,2019
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Sunset Park,10.78,Winter,2012
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Sunset Park,9.99,Summer,2015
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Sunset Park,10.21,Annual,2010
Nitrogen dioxide (NO2),Mean,ppb,Borough,Staten Island,7.83,Summer,2020
Ozone (O3),Mean,ppb,UHF42,East New York,30.9,Summer,2017
Ozone (O3),Mean,ppb,UHF42,East New York,29.48,Summer,2020
Ozone (O3),Mean,ppb,UHF42,Pelham - Throgs Neck,28.68,Summer,2009
Ozone (O3),Mean,ppb,UHF42,Pelham - Throgs Neck,29.79,Summer,2017
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,22.28,Summer,2009
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,26.36,Winter,2019
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Sunset Park,16.21,Summer,2019
Ozone (O3),Mean,ppb,Borough,Staten Island,28.61,Summer,2020
Ozone (O3),Mean,ppb,UHF42,Pelham - Throgs Neck,31.52,Summer,2018
Ozone (O3),Mean,ppb,UHF42,Upper West Side,25.57,Summer,2017
Ozone (O3),Mean,ppb,UHF42,Upper West Side,27.2,Summer,2018
Ozone (O3),Mean,ppb,UHF42,Williamsburg - Bushwick,26.65,Summer,2009
Ozone (O3),Mean,ppb,UHF42,Williamsburg - Bushwick,31.1,Summer,2015
Ozone (O3),Mean,ppb,UHF42,Bayside - Little Neck,31.68,Summer,2019
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East New York,13.88,Summer,2015
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East New York,22.49,Annual,2010
Ozone (O3),Mean,ppb,CD,Flatbush and Midwood (CD14),32.26,Summer,2015
Ozone (O3),Mean,ppb,CD,Flatbush and Midwood (CD14),31.14,Summer,2019
Ozone (O3),Mean,ppb,UHF42,East New York,32.61,Summer,2019
Ozone (O3),Mean,ppb,UHF42,Pelham - Throgs Neck,31.41,Summer,2015
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Bayside - Little Neck,21.85,Winter,2017
Nitrogen dioxide (NO2),Mean,ppb,UHF42,South Beach - Tottenville,10.23,Annual,2019
